indice,palabras,insultos
23502,marquinhodonac1,0
14444,marquitos,0
21967,marrana,1
11780,marranada,1
7637,marranadas,1
26187,marranera,1
15406,marraneras,1
36314,marranis,1
25476,marranisimo,1
39777,marranito,1
35721,marranitoque,1
7246,marrano,1
14046,marranos,1
25399,marranoso,1
22144,marrulla,1
39765,marrullala,1
25500,marrullas,1
30643,marrullera,1
24203,marrulleria,1
23064,marrullero,1
11655,marrulleros,1
10595,marta,0
34997,martaahora,0
23503,martacperdomo,0
44384,martali2058,0
23515,martamariaquin3,0
23504,martamurielrod1,0
16983,martapiedrahit4,0
42377,martellwilliamm,0
22270,martes,0
25365,martha,0
4848,martha_ines19,0
34442,martha_lanana,0
12958,martha_spoerri,0
27066,marthaalfonsob,0
23516,marthac06003113,0
23518,marthac47626609,0
34720,marthace25,0
8938,marthaeescobar1,0
34725,marthaepll,0
19037,marthaisabelba9,0
23521,marthal08674836,0
42378,marthaladiestra,0
23523,marthamaciasza1,0
24841,marthamonita,0
4432,marthamoyita,0
12141,marthaperaltae,0
15268,martharooo,0
34882,marthav08148832,0
35378,marthavahosc,0
23524,marthavalbuen18,0
44386,marthazuluaga10,0
34978,martica,0
21483,martik1214,0
35938,martillo,0
20984,martin,0
34734,martin_lenis1,0
4473,martin232409,0
33339,martina50519041,0
12412,martinacastro,0
34736,martinalonso_g,0
16743,martinamaris,0
41140,martincamachoch,0
42379,martincapucc,0
44387,martincdd,0
9840,martincm915,0
34737,martinechavezb,0
34741,martineliasmen,0
18182,martinez,0
11428,martinez07ma,0
34747,martinezruedal,0
23525,marting7676,0
30301,martinquinco,0
19705,martinsantosr,0
26234,martinv20382629,0
44388,martinvillada1,0
30367,martir,0
39283,martiricen,0
42380,martisaenzsaenz,0
5811,martnrendon2,0
44389,martoaria,0
25587,martucha,1
28607,martuchi,1
22291,martuchis,1
34994,martuchuis,1
9705,martula41920020,0
44390,martykaisa,0
21939,marucha,0
34749,marucha4166,0
34752,marujitalulu,0
22345,marulanda,0
35043,marulo1975,0
34754,marulojose,0
21726,maruynh,0
13550,marvel,0
23530,marveldato,0
23531,marvelestrenos,0
23532,marvelfrase,0
44392,marveluz01,0
6503,marwhite01,0
37331,marx,0
6515,marxista,0
36028,marxistachavistapetrista,1
12283,mary,0
13062,mary_kong_,0
9272,mary_scorpion08,0
31697,mary15mora,0
23533,maryaco92165707,0
42382,maryalzatet,0
30897,maryberrioberr1,0
23556,maryc2019,0
42385,marycarmenriv04,0
34760,marycellrodrig2,0
16919,marycotes,0
10564,maryem24577029,0
42383,maryluz82985591,0
19591,maryluzherran,0
42386,maryorimirandar,0
23538,marysol8920,0
8885,marzo,0
36029,marzoosea,0
469,mas,0
9738,mas_medellin,0
24797,mas0nlca,0
20814,masa,0
22976,masacrada,0
6856,masacrado,0
21761,masacrador,1
8896,masacradores,1
21550,masacradoresestos,1
28878,masacrados,0
2450,masacrando,0
21147,masacrar,0
19902,masacraron,0
946,masacre,0
38783,masacre0,0
38267,masacrede,0
39455,masacreel,0
6813,masacres,0
2684,masacresen,0
21901,masacresy,0
18925,masacro,0
5698,masadelante,0
34342,masajea,0
23904,masajes,0
44395,masaldarlon,0
1640,masantes,0
40346,masanti,0
18726,masas,0
23889,mascadero,0
8390,mascara,0
32931,mascedemocratico,0
7815,mascota,0
28290,mascotamariafdacabal,0
20702,mascotas,0
24217,mascotica,0
15697,masculina,0
27226,masculinidad,0
13295,masdesigualdad,0
10208,masese,0
33114,masesto,0
24264,masganamos,0
42387,mashi_pablo,0
40332,mashri_ong,0
11784,masias,0
37947,masificar,0
21276,masiones,0
4334,masiva,0
11778,masivamente,0
39365,masivas,0
2465,masivo,0
28505,masivos,0
25920,maslos,0
42388,masmelajulian,0
27218,masno,0
15155,mason,0
24979,masones,0
14128,masoquismo,0
31735,masoquista,0
30828,maspara,0
8117,maspendejo,0
30712,masperdidos,0
34402,maspor,0
39128,masque,0
28797,masssssss,0
26479,master,0
30016,master_thinking,0
34761,masterabreu,0
34762,masterlui,0
34297,masticada,0
40468,mastiene,0
13152,masturbacion,0
16012,masturbarcomerdormir,0
13150,masturbarse,0
28966,mat_guti9,0
23557,mat1_mati,0
2169,mata,0
16763,mataban,0
20177,matadero,0
39860,mataderos,0
41925,mataderotranquilos,0
6802,matado,0
34462,matador,0
10676,matador000,0
40335,matador000que,0
15835,matajira8,0
15532,matan,0
8116,matando,0
8459,matanvida,0
22364,matanza,0
6569,matar,0
7300,mataran,0
22521,matarfe,1
23517,matarian,0
22330,matarifa,0
23099,matarifava,0
23102,matarifavas,0
209,matarife,1
38782,matarife4,1
11119,matarife6402,1
24414,matarifealvarouribevel,1
28065,matarifeamigo,1
27584,matarifeasi,1
16311,matarifebien,1
41924,matarifecamino,1
5611,matarifecinico,1
2722,matarifeco,1
32710,matarifecon,1
5662,matarifecratico,1
24521,matarifecreo,1
26583,matarifeda,1
8408,matarifedigale,1
10278,matarifeel,1
42649,matarifeen,1
28894,matarifeestos,1
31471,matarifeestudien,1
24502,matarifehe,1
39796,matarifehttpstcocsyb3sakes,1
37517,matarifehttpstcoi,1
19581,matarifehttpstcoonoesqstvc,1
37280,matarifehttpstcopihkyjlqo6,1
45344,matarifehttpstcowbxlfx462t,1
39416,matarifehttpstcowgat0cfblf,1
43832,matarifeidiotas,1
28578,matarifejajajajajajaja,1
18954,matarifejejejejejee,1
39235,matarifellegaria,1
28045,matarifelos,1
24710,matarifemala,1
34925,matarifeme,1
28022,matarifenos,1
37704,matarifeo,1
43342,matarifeorgullosamente,1
26524,matarifepachito,1
31527,matarifepara,1
29418,matarifeparaco,1
16926,matarifeque,1
28244,matariferadionovela,1
7006,matarifes,1
43838,matarifesi,1
35512,matarifeterrorista,1
32178,matarifetiene,1
43987,matarifetriunfo,1
45175,matarifeun,1
24625,matarifeuribe,1
45244,matarifevea,1
9902,matarifey,1
8473,matarla,0
36205,matarlo,0
6972,matarlos,0
21963,matarnos,0
10819,mataron,0
6605,matazon,0
34763,matcamreyes,0
8566,mate,0
21924,mateheca,0
44397,matehortuar,0
30297,matematicos,0
23383,matemos,0
3254,maten,0
39852,matenel,0
42040,mateo,0
42390,mateo_blandon,0
23569,mateo_ramirezv,0
23566,mateo765,0
31036,mateocardona,0
16579,mateoelflautist,0
42389,mateohidalgomon,0
44401,mateoopina,0
23571,mateosg9,0
418,materia,0
15310,materiachao,0
9752,material,0
25414,materializado,0
43156,materializamos,0
15334,materializaron,0
23177,materias,0
23355,materife,0
10255,materifeuribe,0
29508,materna,0
37187,mathos,0
34766,matiasdelverde2,0
34768,matiasmaiguel12,0
33367,matica,0
33368,maticas,0
784,mato,0
20784,maton,1
21304,matoncito,1
13275,matoneador,0
13276,matoneo,0
4533,matones,0
42750,matonsito,1
23573,matonsizimokid,0
34103,matos,0
44403,matpater,0
32614,matricula,0
11166,matrimonio,0
34771,matrisito,0
10863,matriz,0
28490,matt83811218,0
17904,mattadiro,0
23575,matteogilio,0
39162,matter,0
13249,mattos,0
34772,matutinadas,0
34773,matutobe,0
23577,mau14567,0
44404,maugarriza,0
34776,mauguegon,0
42391,mauparrahot,0
34443,mauradelmar,0
34777,maurbedoya,0
23581,maurici03109079,0
42392,maurici12128477,0
4747,maurici21964754,0
42393,maurici26449610,0
21732,maurici31449902,0
42394,maurici35878336,0
44405,maurici54093538,0
23582,maurici58316437,0
23583,maurici60008324,0
23585,maurici70373540,0
42395,maurici71426020,0
44407,maurici74555099,0
23589,maurici86159341,0
23590,maurici92621018,0
19093,maurici93336840,0
20900,maurici9461,0
42396,maurici97836281,0
44408,mauricio_460,0
42397,mauricio1963,0
34778,mauricio29662,0
3719,mauricio931308,0
23591,mauricioarbe,0
23592,mauricioarqui,0
27198,mauriciobocan19,0
26893,mauriciocard,0
34784,mauriciocujar,0
44409,mauriciod,0
23595,mauricioechena,0
23602,mauriciogalin11,0
45284,mauriciogomezco,0
23601,mauriciogsenior,0
42398,mauriciolobor,0
914,mauriciomacri,0
12320,mauricioperez1,0
34786,mauriciotalora,0
34787,mauririveracede,0
34792,mauro_draco,0
34869,mauro_exploit,0
44410,mauro1984_,0
42399,mauro84657931,0
31227,mauroaboga1,0
34798,mauroandinoe,0
29903,mauroasi,0
44412,maurobanol,0
34800,maurobucaro,0
23608,maurocampillo,0
42260,maurocmg,0
34802,maurodcai,0
18841,maurojimenez28,0
17507,mauromonserrate,0
9504,mauroos12636790,0
34788,mauror72,0
23617,maurosepu83,0
44413,maurosul,0
13296,maurotoroo,0
34805,maurovarond,0
21432,mauroville,0
23618,maury0627,0
44415,mavi698,0
44416,mavialme,0
38953,mavicure,0
23619,mavik26,0
34806,mawiei,0
23622,max35871724,0
2101,maxima,0
43935,maximas,0
16386,maximayer19,0
2250,maximo,0
44417,maximoperfor,0
2596,maximos,0
44418,maxinica88,0
4766,maxis,0
19275,maxvalverde5,0
19787,may,0
31415,maya_jaramillo,0
42404,mayalacali,0
42403,mayaruizcarlos,0
15384,mayerkits,0
42405,mayerlug,0
23624,mayi_garcia,0
34813,mayitopalacio,0
19642,mayo,0
34814,mayolopezp,0
1648,mayor,0
25582,mayorel,0
7537,mayores,0
28430,mayoressera,0
2019,mayoria,0
28969,mayoriapara,0
26748,mayoriaque,0
9305,mayorias,0
33392,mayoritario,0
24551,mayorsita,0
20246,mayory,0
23625,mayowinwink,0
14359,mayrasmitth,0
2936,mayuscula,0
3474,mayusculas,0
23628,mazlaro,0
18885,mazmorra,0
35283,mazon,0
19206,mazoxo,0
10498,mbachelet,0
17120,mbappe,0
42261,mblanquicett,0
21767,mbpenred,0
19102,mbzuai,0
42428,mc_penaranda,0
21772,mc35432348,0
34816,mcamelo75,0
9633,mcarvajal28,0
19029,mcatazp,0
44419,mcatica,0
44420,mccr036,0
42262,mchipatecua,0
44421,mcorrsar,0
16625,mcristal3,0
44422,mcristinafari,0
21775,mcs9906,0
36919,mda,0
21778,mddl123,0
14836,mdefrancisco12,0
44423,mdlinus2013,0
44424,mdpgomez,0
36230,mdre,0
17296,mdrueda63,0
190,me,0
31786,me3_vale,0
33726,mea,0
34526,mea72068379,0
23696,meancitizen1,0
27649,meanwhile,0
14337,mear,0
8437,measures,0
25069,mecanica,0
6667,mecanismo,0
2768,mecanismos,0
4494,mecatiaron,0
45080,mecenas,0
22585,mechas,0
23697,mechascar,0
23698,mechitascasmont,0
44426,mechitasgarcia,0
26358,mechudo,0
26407,mechudos,0
39421,meco,0
32017,mecompletocon,0
28108,mecu,0
44429,mecuencal,0
34821,med25670872,0
39042,meda,0
18200,medalla,0
13882,medallas,0
18466,medallay,0
7474,medallo,0
22862,medell8n,0
32149,medellien,0
534,medellin,0
23699,medellin_cristo,0
42408,medellin1968,0
44480,medellinahora,0
42345,medellinconectate,0
33514,medellinconpetro,0
8894,medellincuenta1,0
6112,medellinde,0
31872,medellinel,0
8951,medellinen,0
36173,medellinenses,0
43492,medellinhay,0
42160,medellinla,0
24712,medellinle,0
24175,medellinmejor,0
37275,medellinmiren,0
40502,medellinnubiasmartinez,0
39100,medellinpodemos,0
4873,medellinque,0
29136,medellinuna,0
37084,medellinutilizaron,0
8499,media,0
31741,mediados,0
31980,median,0
18364,mediana,0
36838,medianamente,0
6736,medianas,0
6776,mediante,0
32581,mediar,0
23876,medias,0
23700,mediaspartes1,0
13438,mediatica,0
12791,mediatico,0
32111,mediatismo,0
33993,medica,0
18133,medicado,0
15919,medicael,0
18638,medicamento,0
5709,medicenwally,0
45266,medicenwallyde,0
21739,medicina,0
661,medicinal,0
10804,medicinales,0
18509,medico,0
15775,medicofernandez,0
14279,medicos,0
271,medida,0
3232,medidas,0
27316,medidasahora,0
7869,medidasbotas,0
8889,medimparable,0
30460,medinte,0
425,medio,0
1941,mediocre,0
43018,mediocrecarencia,0
40133,mediocreo,0
7825,mediocres,0
8080,mediocridad,0
1945,medios,0
39709,mediosel,0
17724,mediquese,0
29017,medir,0
36534,medira,0
45139,medirse,0
29557,medita,0
39520,mediterraneas,0
44432,medlaboral,0
28463,medrador,0
11736,medula,0
18976,medusa,0
31576,medusas,0
42263,meferf,0
23702,mefistolesparra,0
7910,mega,0
35518,megacorrupto,1
39682,megacorruptos,1
24730,megafonos,0
11232,megalomania,0
11378,megamillonario,0
2247,megaobra,0
2392,megaoperativo,0
38138,megaproyecto,0
34618,megaridiculo,0
42672,megaseguidores,0
13048,megavas,0
38285,megavatios,0
29713,megia,0
25871,megusta,0
33068,megustaria,0
42064,megusto,0
34822,mei_piensaya,0
42409,meibyybiem,0
33883,mein,0
27294,meja_mej,0
3968,mejia,0
34824,mejia_nilba,0
34825,mejia_perez,0
34826,mejiacaptain,0
34827,mejiaco,0
23703,mejiadjorge,0
11267,mejiaduquejavie,0
37413,mejillas,0
45,mejor,0
16002,mejora,0
24873,mejorada,0
37551,mejoramiento,0
15723,mejorando,0
2792,mejorar,0
32583,mejorara,0
34559,mejoraria,0
9019,mejoras,0
24444,mejorasi_,0
16098,mejorate,0
34549,mejorcita,0
34288,mejorcitopuro,0
18043,mejorcon,0
15742,mejore,0
13889,mejoren,0
23,mejores,0
40759,mejores1,0
35910,mejoresa,0
16179,mejoresdios,0
16198,mejorese,0
15966,mejoresesus,0
28406,mejoresla,0
8439,mejorespero,0
22428,mejorhttpstcoc29xnyotzu,0
15904,mejoria,0
33389,mejorla,0
3179,mejoro,0
40927,mejorpero,0
20747,mejorrrrrr,0
25828,mejorsito,0
15852,mejorte,0
29970,mejro,0
29448,mekas58,0
22926,meketrefe,0
12529,melancolico,0
38593,melanie,0
23707,melba,0
19044,melba09182029a,0
29730,melbacarreno17,0
34829,melchor_acevedo,0
31240,melendez,0
34830,meli_castell,0
4453,melidardila,0
34831,melijosemeli,0
6499,melisalaisa9,0
44435,melismatik,0
42410,melissadelahoz,0
34834,melkorofangmar,0
23694,mellamolola_,0
42411,melli347,0
36430,melmufdi,0
16050,melo,0
27229,melosagente,0
11954,melquisedec70,0
37705,melquisedec70n,0
26984,melquisedecrinc,0
35718,melyochoa,0
34836,melyochoaa,0
23709,melyzkano1,0
29377,mema,0
26980,memazo,0
2721,meme,0
19112,memeduque,1
23713,mementusup,0
5795,memes,0
36283,memeton,0
23973,memin,0
107,memo,0
34685,memo69227734181,0
10406,memorable,0
24013,memorables,0
633,memorando,0
2393,memoria,0
36625,memoria46038691,0
40421,memoriacuando,0
40295,memoriael,0
25237,memoriaen,0
30611,memoriaojala,0
34837,memt17,0
7434,men,0
30916,menchita15,0
22911,mencion,0
17353,menciona,0
33004,mencionado,0
23845,mencionados,0
14689,mencionan,0
12463,mencionar,0
26512,mencionarlo,0
37894,mencionarlos,0
34048,mencionarme,0
37998,mencionaron,0
33886,mencionas,0
14313,menciones,0
13731,menciono,0
42412,mendax1982,0
37051,mendaz,0
44436,mendecin123,0
23714,mendejh,0
27614,mendez,0
24183,mendiga,1
17124,mendigando,1
38513,mendigarle,1
39485,mendiguaca,1
25089,mendoca,0
2582,mendoza,0
1840,meneses,0
12646,menesess,0
29770,menesteres,0
12353,menor,0
2600,menores,0
30734,menoresempleados,0
38270,menorno,0
286,menos,0
39997,menosbluradioco,0
23894,menoshay,0
11766,menospor,0
14474,menospreciar,0
38351,menosque,0
20898,menossabe,0
1128,mensaje,0
22177,mensajeente,0
17230,mensajero,0
21558,mensajero2268,0
3497,mensajes,0
4835,menso,0
28242,mensos,0
35544,mensuales,0
20261,mensualmente,0
7270,mental,0
21310,mentales,0
32397,mentalesestafador,0
14220,mentalidad,0
26914,mentallo,0
4025,mentalmente,0
8368,mente,0
34838,menteabir,0
16606,mentecato,0
18789,mentenidos,0
21643,mentes,0
23529,mentia,0
29584,mentido,0
7702,mentir,0
1457,mentira,0
45005,mentirac,0
30662,mentiraestan,0
25547,mentirano,0
1452,mentiras,0
37136,mentiras1tu,0
26206,mentiraslo,0
30462,mentirastanto,0
34284,mentiria,0
2328,mentirosa,0
3218,mentirosas,0
31652,mentirosatenia,0
2104,mentiroso,0
18401,mentirosole,0
11529,mentirosos,0
39001,mentirososcorruptos,0
30736,mentirososluego,0
7724,mentirosossuben,0
15769,mentor,0
23985,mentora,0
9779,mentorel,0
23048,menudo,0
21267,meo,0
17803,meon,0
44437,mepaga3,0
24427,meperafan,0
5920,mequetrefe,0
36113,mequieroir__,0
34839,mer_col_can,0
11169,mera,0
36061,meras,0
29736,mercachifle,0
45211,mercader,0
5031,mercado,0
44438,mercado700,0
45014,mercadogeneracion,0
23151,mercados,0
7453,mercanciaspero,0
14233,mercantilista,0
42413,mercarcamil,0
24205,merce,0
1588,merced,0
1672,mercedes,0
44439,merceditasx,0
5158,mercenaria,1
37730,mercenariaa,1
38243,mercenario,1
30915,mercenariolos,1
12136,mercenarios,1
23943,mercenarioya,1
41824,merco,0
38858,mercury,0
2843,merece,0
25944,merecedor,0
40724,merecela,0
709,merecemos,0
6980,merecen,0
35988,merecenuestro,0
26497,merecer,0
15991,mereces,0
22800,merecia,0
34957,merecias,0
35101,merecida,0
40969,merecidas,0
9350,merecido,0
35104,merecidodesde,0
33685,merecieran,0
22670,merecumbiandofu,0
32142,meretriz,0
8218,merezca,0
36947,merezcan,0
39009,merezco,0
957,merito,0
31074,meritoayudar,0
37892,meritoria,0
11297,meritos,0
22567,merkel,0
10589,merlano,0
42414,merlin49665486,0
21492,merlinelparla2,0
34842,merlypaolaferr1,0
7275,mermarle,0
3857,mermelada,0
15653,mermeladas,0
17100,mermeladero,0
38744,mermelado,0
38494,mermelera,0
11110,mero,0
34844,merto_elma,0
3283,merv59,0
3956,mes,0
672,mesa,0
44831,mesanalvictimas,0
25588,mese,0
23793,meseroooooo,0
153,meses,0
45323,mesesfue,0
15988,mesianico,0
8452,mesias,0
28813,mesiaslos,0
18309,mesquindad,0
21779,messincensura,0
22828,mestiza,0
43813,mestizos,0
13351,mesuena,0
3509,meta,0
36272,metabolismo,0
34857,metabox_game,0
16117,metaforicamente,0
36325,metale,0
6572,metan,0
41491,metano,0
3353,metas,0
6212,metase,0
22552,metastasis,0
13955,metaverso,0
8887,mete,0
36042,metemos,0
7419,meten,0
14190,meteorito,0
5869,meter,0
45306,metera,0
11112,meterle,0
11204,meterlo,0
25466,meterlos,0
24231,meterme,0
31056,meternos,0
10348,meterpor,0
13238,meterse,0
35947,meterte,0
27061,metes,0
25405,metida,0
20254,metidas,0
4889,metido,0
13753,metidonos,0
29943,metidos,0
7312,metiendo,0
8286,metiendose,0
2985,metiera,0
2824,metieron,0
3266,metio,0
39858,metirosos,0
23718,metllb,0
6219,metodo,0
6100,metodologia,0
19751,metodos,0
21601,metralleta,0
14053,metro,0
24392,metrodemedellin,0
15563,metropoli,0
21329,metropolitano,0
3573,metros,0
44440,metzengas,0
31567,mexicana,0
29723,mexicanos,0
26069,mexico,0
23400,mexicoesta,0
23719,meyitoronto,0
17571,mezcla,0
35912,mezclar,0
41448,mezclaran,0
43490,mezquina,0
8316,mezquindad,0
1592,mezquindades,0
13620,mezquino,0
32282,mezquinos,0
12131,mf,0
21782,mf1fe,0
10391,mfc,0
28360,mfcabal,0
41696,mfcesta,0
25364,mfda,0
25729,mfernanda,0
20820,mft,0
44441,mgaitano100,0
8818,mgamba58,0
29767,mgarcia3143,0
31362,mgentecolombia,0
44443,mggarciab,0
23720,mgkarinhiebaum,0
15836,mglondonbogota,0
44444,mgnscm,0
34862,mgonzalez20508,0
25759,mharicadas,0
9398,mhbetan,0
88,mheo_,0
105,mi,0
25023,mi_glori,0
19292,mi3rda,0
5295,mia,0
3412,miami,0
17195,miamiherald,0
34058,miando,0
44446,mianqp1,0
23642,miaos,0
12307,mias,0
34865,mibepu,0
11133,mibonilla20,0
2734,micay,0
3872,michael,0
23735,michael25672326,0
19126,michaelhgar,0
12173,michaeljohnddd,0
34866,michelleblan9,0
23740,michellejovc,0
3153,michelleobandoc,0
9375,michelplazasv,0
27196,michelsen,0
35421,michiconwitter,0
35646,micho,0
39681,michpoliciacolombia,0
3770,michulachulita,0
18573,mico,0
34867,micoemputesiao,0
35802,micomediante,0
1326,micorazon,0
5645,micos,0
2607,micro,0
3917,microfichas,0
7347,microfono,0
12594,microfonos,0
38245,microtrafico,0
19290,mide,0
41280,miden,0
32843,midiendo,0
34868,midioslepagu3,0
11840,mido,0
24434,mie,0
21056,miedito,0
374,miedo,0
21289,miedodigale,0
43746,miedoestos,0
39613,miedole,0
21202,miedomira,0
16511,miedos,0
36740,miedosas,1
6855,miedosi,0
14013,miedoso,1
24543,miedospor,0
11215,miel,0
34389,mielina,0
2779,miembro,0
413,miembros,0
6992,miembroso,0
8227,mienta,0
13494,mientan,0
28079,mientas,0
6789,miente,0
27106,mienten,0
7297,miento,0
516,mientras,0
39899,mientrastanto,0
7802,mier,0
27303,mierables,0
2066,miercoles,0
14535,mierd,1
3801,mierda,1
23118,mierdaa,1
25809,mierdaaaa,1
12750,mierdaaaaa,1
21912,mierdaen,1
21154,mierdaes,1
30476,mierdaeso,1
30556,mierdapongase,1
14951,mierdaprefiero,11
10266,mierdas,1
9503,mierdero,1
18275,mierdoso,1
37626,mierdperdieron,1
20767,mierdq,1
19264,mierr,0
17899,mieses,0
29507,mifamilia,0
11339,mifonga,0
19610,mifrejomo25,0
14461,migajas,0
21580,migangelaven2,0
44450,miganitobm,0
10363,migar,0
23730,migc82165957,0
9742,migeneraluribe,0
42415,migenio1018,0
23741,migmur33,0
25528,migo,0
44451,migogo75,0
30627,migra,0
15992,migracion,0
36445,migracioncol,0
41804,migrante,0
3484,migrantes,0
27343,migrar,0
39968,migraremos,0
21622,migraron,0
39726,migratoria,0
22087,migro,0
38058,migue,0
23742,migue_l_ez,0
34870,migueborrero7,0
44452,miguedmg,0
13298,migueipoiop,0
855,miguel,0
34871,miguel_delgado1,0
42264,miguel39525454,0
23743,miguel49384281,0
15863,miguela,0
23748,miguela44336329,0
42416,miguela73706967,0
44453,miguela73935846,0
44454,miguelamado16,0
42417,miguelangelpl,0
34872,miguelangelx,0
23749,miguelb52433458,0
23751,miguelcab1989,0
37617,miguelceballos,0
12931,miguelchasoy,0
42761,migueldelrioab,0
4414,migueldelrioabg,0
42418,migueldoriar1,0
12170,miguelealeagain,0
16723,miguelfrigenti,0
44455,miguelgalvizn,0
44456,miguelhbejarano,0
34880,miguelherzam2,0
9650,miguelhotero,0
23756,miguelmartin041,0
34881,miguelonara,0
42419,miguelpalacio7,0
503,miguelpolop,0
38981,miguelpolopaniabello_r,0
15444,miguelpolopdeje,0
37044,miguelpolopjojare2,0
23757,miguelpolopla,0
12236,miguelpolopmariafdacabal,0
37118,miguelpolopno,0
23759,miguelpolopolo2,0
42265,miguelr21319685,0
34884,miguelr771015,0
25025,miguelrq13,0
24233,miguels12697182,0
42423,miguels26231834,0
23736,miguelsarruf,0
16554,migueluribet,0
44457,miguelviatela,0
44458,miguelyopal,0
42266,miguelz75439693,0
44459,migumarp,0
17630,miiiiiii,0
44460,miilo_force,0
5062,mija,0
26648,mijita,0
37592,mijitauds,0
15039,mijito,0
4081,mijo,0
14049,mijos,0
24148,mike,0
44461,mike79327685,0
42424,mikeherreramirk,0
34971,mikeleft10,0
24236,mikemfc_,0
39035,miko,0
42425,mikyrodriguezo1,0
62,mil,0
44462,mila02101,0
31259,milagrinos_,0
25715,milagrito,0
29281,milagro,0
33764,milagropilas,0
23298,milagros,0
16478,milagrosinfin,0
11916,milano_xr,0
24237,milasurezr,0
34227,milchcafe,0
42426,mildercobo,0
5289,mile06426923,0
44463,mile25milena,0
18840,milei,0
41138,milei_diputado,0
23723,mileipresi2023,0
24238,mileluna14,0
24241,milenacatao1,0
24242,milenauribe1979,0
4847,milenita_u,0
3058,miles,0
24243,mileshmora2,0
44464,milguarin1979,0
20435,milica,0
22996,milicia,0
35352,miliciano,0
36751,milicianos,0
36541,milico,0
26986,milimetro,0
25750,milita,0
20487,militaba,0
25056,militado,0
26824,militan,0
2088,militancia,0
20003,militanciano,0
30642,militancias,0
5876,militante,0
5977,militantes,0
3498,militantesexpresando,0
41237,militantespalomavalencial,0
5916,militantesusted,0
5878,militantevotare,0
1209,militar,0
25618,militare,0
645,militares,0
23237,militarizacion,0
42531,militarizado,0
41233,militarizar,0
40565,militarmente,0
22086,milito,0
34886,milito_64,0
38860,milk,0
2604,mill,0
30849,milla,0
24255,millanjanuario,0
9069,millanrussy,0
6505,millaromerosoto,0
2479,millas,0
3722,millayanquen,0
20259,millennial,0
36072,millennials,0
34892,miller,0
24256,miller19932719,0
34909,millerel,0
4470,millersoto,0
34890,millersotojbagbamkibarguen_mghitisinteligenciaes,0
34922,millerzb,0
6089,millon,0
7471,millonada,0
39153,millonaria,0
28278,millonarias,0
14140,millonario,0
2716,millonarios,0
24257,millonariosco,0
23430,milloncitos,0
63,millones,0
38671,millonesima,0
18556,millonessu,0
35651,millos,0
27284,millosdcolombia,0
27285,millosfcoficial,0
34916,milo,0
34270,milohe,0
34923,miloider,0
34930,milous3646,0
11459,miltancia,0
34938,milton06899565,0
24258,milton91815761,0
42267,miltonalbertoro,0
44467,miltonbar67,0
42430,miltonbentancor,0
42431,miltonbernal2,0
24261,miltong86002009,0
44468,miltonhav,0
42432,miltonrestrepo,0
44469,milufa,0
23732,mimadreteamo1,0
5431,mimetiza,0
44470,mimimoon0714,0
3003,min,0
4345,mina,0
12204,minagricultura,0
11346,minambienteco,0
34953,minapocos,0
1227,minas,0
3992,minasstoker,0
24277,minchonc,0
44642,mincienciasco,0
11971,mincomercioco,0
28842,mincultura,0
1476,mindefensa,0
18110,mindefensadanielpalam,0
34960,mindefensalas,0
20402,mindefensay,0
39666,mindeportecol,0
29471,mindetransporte,0
9175,mineducacion,0
24278,mineducacioninfopresidencia,0
24268,minenergiaco,0
23158,minera,0
33038,mineracobreco,0
9078,minerales,0
41543,mineras,0
16234,minerasusa,0
9074,mineria,0
39324,minerienergetica,0
2125,mineros,0
2294,minesa,0
33036,minesa_col,0
8260,minga,0
37123,mingapero,0
28899,mingaporque,0
23162,mingas,0
12242,mingobiernoec,0
32145,mingueros,0
18211,minhacienda,0
18224,minieducacion,0
15348,minima,0
37184,minimizar,0
393,minimo,0
7214,minimono,0
7625,minimos,0
23799,minino,0
4585,mininterior,0
18102,mininteriordanielpalam,0
38443,ministerial1,0
41799,ministeriales,0
51,ministerio,0
11078,ministerio_tic,0
7912,ministerios,0
8686,ministra,0
18544,ministrico,0
1226,ministro,0
3806,ministros,0
16280,ministrostrabajo,0
18247,minjusticiaco,0
2515,minoria,0
10840,minorias,0
44481,mins,0
37256,minsalud,0
4584,minsaludcol,0
35579,mintavillalba,0
8272,mintic,0
9740,mintic_responde,0
15974,mintiendo,0
39826,mintiendole,0
9467,mintieron,0
18070,mintiktok,0
966,mintio,0
3329,mintrabajocol,0
16788,mintransporteco,0
6884,minuciosa,0
22114,minuscula,0
20713,minusculas,0
40596,minuticos,0
2903,minuto,0
42060,minutoconfirmadodios,0
18218,minutodedios,0
1242,minutos,0
38776,minutoshttpstcokekunczlk8,0
18219,minvivienda,0
3961,mio,0
11157,mios,0
22227,miotodo,0
44479,mipalenque1,0
44445,mipolombia,1
23733,mipuntodevistak,0
2462,mipymes,0
23116,miquerida,0
4812,mira,0
2486,mirada,0
15531,miradas,0
14329,miradita,0
21193,miralo,0
25901,miramos,0
19133,miran,0
10127,miranda,0
5812,miranda81911095,0
19707,mirandabogota,0
25214,mirando,0
3973,mirandose,0
4254,mirar,0
40465,mirara,0
4039,miraran,0
35659,mirarando,0
24776,mirare,0
6868,mirarlo,0
14767,miras,0
18480,mird,0
1319,mire,0
21476,mireina082,0
39974,mirele,0
24789,mirelos,0
41211,miremos,0
130,miren,0
42476,mirendicen,0
14807,mirenme,0
20305,mires,0
25849,mirese,0
21783,mireyamantillah,0
34966,miriamvelez2012,0
3687,miro,0
